im2072.png 0,0.510417,0.510417,0.979167,0.979167
im771.png 0,0.510417,0.510417,0.979167,0.979167
im2714.png 0,0.510417,0.510417,0.979167,0.979167
im2700.png 0,0.510417,0.510417,0.979167,0.979167
im765.png 0,0.510417,0.510417,0.979167,0.979167
im1209.png 0,0.510417,0.510417,0.979167,0.979167
im3378.png 0,0.510417,0.510417,0.979167,0.979167
im2066.png 0,0.510417,0.510417,0.979167,0.979167
im1547.png 0,0.510417,0.510417,0.979167,0.979167
im3350.png 0,0.510417,0.510417,0.979167,0.979167
im2728.png 0,0.510417,0.510417,0.979167,0.979167
im3436.png 0,0.510417,0.510417,0.979167,0.979167
im995.png 0,0.510417,0.510417,0.979167,0.979167
im1221.png 0,0.510417,0.510417,0.979167,0.979167
im759.png 0,0.510417,0.510417,0.979167,0.979167
im1235.png 0,0.510417,0.510417,0.979167,0.979167
im981.png 0,0.510417,0.510417,0.979167,0.979167
im3422.png 0,0.510417,0.510417,0.979167,0.979167
im3344.png 0,0.510417,0.510417,0.979167,0.979167
im1553.png 0,0.510417,0.510417,0.979167,0.979167
im3393.png 0,0.510417,0.510417,0.979167,0.979167
im1584.png 0,0.510417,0.510417,0.979167,0.979167
im956.png 0,0.510417,0.510417,0.979167,0.979167
im2933.png 0,0.510417,0.510417,0.979167,0.979167
im2927.png 0,0.510417,0.510417,0.979167,0.979167
im942.png 0,0.510417,0.510417,0.979167,0.979167
im1590.png 0,0.510417,0.510417,0.979167,0.979167
im2099.png 0,0.510417,0.510417,0.979167,0.979167
im3387.png 0,0.510417,0.510417,0.979167,0.979167
im3608.png 0,0.510417,0.510417,0.979167,0.979167
im2516.png 0,0.510417,0.510417,0.979167,0.979167
im573.png 0,0.510417,0.510417,0.979167,0.979167
im215.png 0,0.510417,0.510417,0.979167,0.979167
im1779.png 0,0.510417,0.510417,0.979167,0.979167
im2270.png 0,0.510417,0.510417,0.979167,0.979167
im2264.png 0,0.510417,0.510417,0.979167,0.979167
im201.png 0,0.510417,0.510417,0.979167,0.979167
im567.png 0,0.510417,0.510417,0.979167,0.979167
im2502.png 0,0.510417,0.510417,0.979167,0.979167
im1023.png 0,0.510417,0.510417,0.979167,0.979167
im3634.png 0,0.510417,0.510417,0.979167,0.979167
im3152.png 0,0.510417,0.510417,0.979167,0.979167
im229.png 0,0.510417,0.510417,0.979167,0.979167
im1745.png 0,0.510417,0.510417,0.979167,0.979167
im1989.png 0,0.510417,0.510417,0.979167,0.979167
im1751.png 0,0.510417,0.510417,0.979167,0.979167
im2258.png 0,0.510417,0.510417,0.979167,0.979167
im3146.png 0,0.510417,0.510417,0.979167,0.979167
im3620.png 0,0.510417,0.510417,0.979167,0.979167
im1037.png 0,0.510417,0.510417,0.979167,0.979167
im3813.png 0,0.510417,0.510417,0.979167,0.979167
im1962.png 0,0.510417,0.510417,0.979167,0.979167
im1976.png 0,0.510417,0.510417,0.979167,0.979167
im3807.png 0,0.510417,0.510417,0.979167,0.979167
im1786.png 0,0.510417,0.510417,0.979167,0.979167
im3191.png 0,0.510417,0.510417,0.979167,0.979167
im3185.png 0,0.510417,0.510417,0.979167,0.979167
im1792.png 0,0.510417,0.510417,0.979167,0.979167
im598.png 0,0.510417,0.510417,0.979167,0.979167
im2462.png 0,0.510417,0.510417,0.979167,0.979167
im407.png 0,0.510417,0.510417,0.979167,0.979167
im361.png 0,0.510417,0.510417,0.979167,0.979167
im87.png 0,0.510417,0.510417,0.979167,0.979167
im2304.png 0,0.510417,0.510417,0.979167,0.979167
im93.png 0,0.510417,0.510417,0.979167,0.979167
im2310.png 0,0.510417,0.510417,0.979167,0.979167
im1619.png 0,0.510417,0.510417,0.979167,0.979167
im375.png 0,0.510417,0.510417,0.979167,0.979167
im413.png 0,0.510417,0.510417,0.979167,0.979167
im2476.png 0,0.510417,0.510417,0.979167,0.979167
im3768.png 0,0.510417,0.510417,0.979167,0.979167
im1157.png 0,0.510417,0.510417,0.979167,0.979167
im3740.png 0,0.510417,0.510417,0.979167,0.979167
im3026.png 0,0.510417,0.510417,0.979167,0.979167
im2338.png 0,0.510417,0.510417,0.979167,0.979167
im1631.png 0,0.510417,0.510417,0.979167,0.979167
im1625.png 0,0.510417,0.510417,0.979167,0.979167
im349.png 0,0.510417,0.510417,0.979167,0.979167
im3032.png 0,0.510417,0.510417,0.979167,0.979167
im3754.png 0,0.510417,0.510417,0.979167,0.979167
im1143.png 0,0.510417,0.510417,0.979167,0.979167
im3967.png 0,0.510417,0.510417,0.979167,0.979167
im44.png 0,0.510417,0.510417,0.979167,0.979167
im1816.png 0,0.510417,0.510417,0.979167,0.979167
im1802.png 0,0.510417,0.510417,0.979167,0.979167
im50.png 0,0.510417,0.510417,0.979167,0.979167
im3973.png 0,0.510417,0.510417,0.979167,0.979167
im3783.png 0,0.510417,0.510417,0.979167,0.979167
im1194.png 0,0.510417,0.510417,0.979167,0.979167
im78.png 0,0.510417,0.510417,0.979167,0.979167
im1180.png 0,0.510417,0.510417,0.979167,0.979167
im3797.png 0,0.510417,0.510417,0.979167,0.979167
im2489.png 0,0.510417,0.510417,0.979167,0.979167
im2106.png 0,0.510417,0.510417,0.979167,0.979167
im3218.png 0,0.510417,0.510417,0.979167,0.979167
im163.png 0,0.510417,0.510417,0.979167,0.979167
im1369.png 0,0.510417,0.510417,0.979167,0.979167
im605.png 0,0.510417,0.510417,0.979167,0.979167
im2660.png 0,0.510417,0.510417,0.979167,0.979167
im2674.png 0,0.510417,0.510417,0.979167,0.979167
im611.png 0,0.510417,0.510417,0.979167,0.979167
im177.png 0,0.510417,0.510417,0.979167,0.979167
im2112.png 0,0.510417,0.510417,0.979167,0.979167
im1433.png 0,0.510417,0.510417,0.979167,0.979167
im3224.png 0,0.510417,0.510417,0.979167,0.979167
im3542.png 0,0.510417,0.510417,0.979167,0.979167
im2884.png 0,0.510417,0.510417,0.979167,0.979167
im1355.png 0,0.510417,0.510417,0.979167,0.979167
im639.png 0,0.510417,0.510417,0.979167,0.979167
im1341.png 0,0.510417,0.510417,0.979167,0.979167
im3556.png 0,0.510417,0.510417,0.979167,0.979167
im2890.png 0,0.510417,0.510417,0.979167,0.979167
im2648.png 0,0.510417,0.510417,0.979167,0.979167
im3230.png 0,0.510417,0.510417,0.979167,0.979167
im1427.png 0,0.510417,0.510417,0.979167,0.979167
im1396.png 0,0.510417,0.510417,0.979167,0.979167
im822.png 0,0.510417,0.510417,0.979167,0.979167
im3581.png 0,0.510417,0.510417,0.979167,0.979167
im2847.png 0,0.510417,0.510417,0.979167,0.979167
im3595.png 0,0.510417,0.510417,0.979167,0.979167
im2853.png 0,0.510417,0.510417,0.979167,0.979167
im836.png 0,0.510417,0.510417,0.979167,0.979167
im1382.png 0,0.510417,0.510417,0.979167,0.979167
im188.png 0,0.510417,0.510417,0.979167,0.979167
im1383.png 0,0.510417,0.510417,0.979167,0.979167
im837.png 0,0.510417,0.510417,0.979167,0.979167
im2852.png 0,0.510417,0.510417,0.979167,0.979167
im3594.png 0,0.510417,0.510417,0.979167,0.979167
im189.png 0,0.510417,0.510417,0.979167,0.979167
im2846.png 0,0.510417,0.510417,0.979167,0.979167
im3580.png 0,0.510417,0.510417,0.979167,0.979167
im823.png 0,0.510417,0.510417,0.979167,0.979167
im1397.png 0,0.510417,0.510417,0.979167,0.979167
im2649.png 0,0.510417,0.510417,0.979167,0.979167
im2891.png 0,0.510417,0.510417,0.979167,0.979167
im3557.png 0,0.510417,0.510417,0.979167,0.979167
im1340.png 0,0.510417,0.510417,0.979167,0.979167
im1426.png 0,0.510417,0.510417,0.979167,0.979167
im3231.png 0,0.510417,0.510417,0.979167,0.979167
im3225.png 0,0.510417,0.510417,0.979167,0.979167
im1432.png 0,0.510417,0.510417,0.979167,0.979167
im638.png 0,0.510417,0.510417,0.979167,0.979167
im1354.png 0,0.510417,0.510417,0.979167,0.979167
im2885.png 0,0.510417,0.510417,0.979167,0.979167
im3543.png 0,0.510417,0.510417,0.979167,0.979167
im610.png 0,0.510417,0.510417,0.979167,0.979167
im2675.png 0,0.510417,0.510417,0.979167,0.979167
im2113.png 0,0.510417,0.510417,0.979167,0.979167
im176.png 0,0.510417,0.510417,0.979167,0.979167
im162.png 0,0.510417,0.510417,0.979167,0.979167
im3219.png 0,0.510417,0.510417,0.979167,0.979167
im2107.png 0,0.510417,0.510417,0.979167,0.979167
im2661.png 0,0.510417,0.510417,0.979167,0.979167
im604.png 0,0.510417,0.510417,0.979167,0.979167
im1368.png 0,0.510417,0.510417,0.979167,0.979167
im2488.png 0,0.510417,0.510417,0.979167,0.979167
im3796.png 0,0.510417,0.510417,0.979167,0.979167
im1181.png 0,0.510417,0.510417,0.979167,0.979167
im1195.png 0,0.510417,0.510417,0.979167,0.979167
im3782.png 0,0.510417,0.510417,0.979167,0.979167
im79.png 0,0.510417,0.510417,0.979167,0.979167
im51.png 0,0.510417,0.510417,0.979167,0.979167
im1803.png 0,0.510417,0.510417,0.979167,0.979167
im3972.png 0,0.510417,0.510417,0.979167,0.979167
im3966.png 0,0.510417,0.510417,0.979167,0.979167
im1817.png 0,0.510417,0.510417,0.979167,0.979167
im45.png 0,0.510417,0.510417,0.979167,0.979167
im3033.png 0,0.510417,0.510417,0.979167,0.979167
im348.png 0,0.510417,0.510417,0.979167,0.979167
im1624.png 0,0.510417,0.510417,0.979167,0.979167
im1142.png 0,0.510417,0.510417,0.979167,0.979167
im3755.png 0,0.510417,0.510417,0.979167,0.979167
im3741.png 0,0.510417,0.510417,0.979167,0.979167
im1156.png 0,0.510417,0.510417,0.979167,0.979167
im1630.png 0,0.510417,0.510417,0.979167,0.979167
im2339.png 0,0.510417,0.510417,0.979167,0.979167
im3027.png 0,0.510417,0.510417,0.979167,0.979167
im374.png 0,0.510417,0.510417,0.979167,0.979167
im1618.png 0,0.510417,0.510417,0.979167,0.979167
im2311.png 0,0.510417,0.510417,0.979167,0.979167
im92.png 0,0.510417,0.510417,0.979167,0.979167
im3769.png 0,0.510417,0.510417,0.979167,0.979167
im2477.png 0,0.510417,0.510417,0.979167,0.979167
im412.png 0,0.510417,0.510417,0.979167,0.979167
im406.png 0,0.510417,0.510417,0.979167,0.979167
im2463.png 0,0.510417,0.510417,0.979167,0.979167
im2305.png 0,0.510417,0.510417,0.979167,0.979167
im86.png 0,0.510417,0.510417,0.979167,0.979167
im360.png 0,0.510417,0.510417,0.979167,0.979167
im1793.png 0,0.510417,0.510417,0.979167,0.979167
im3184.png 0,0.510417,0.510417,0.979167,0.979167
im599.png 0,0.510417,0.510417,0.979167,0.979167
im3190.png 0,0.510417,0.510417,0.979167,0.979167
im1787.png 0,0.510417,0.510417,0.979167,0.979167
im1977.png 0,0.510417,0.510417,0.979167,0.979167
im3806.png 0,0.510417,0.510417,0.979167,0.979167
im3812.png 0,0.510417,0.510417,0.979167,0.979167
im1963.png 0,0.510417,0.510417,0.979167,0.979167
im3147.png 0,0.510417,0.510417,0.979167,0.979167
im2259.png 0,0.510417,0.510417,0.979167,0.979167
im1750.png 0,0.510417,0.510417,0.979167,0.979167
im1988.png 0,0.510417,0.510417,0.979167,0.979167
im1036.png 0,0.510417,0.510417,0.979167,0.979167
im3621.png 0,0.510417,0.510417,0.979167,0.979167
im3635.png 0,0.510417,0.510417,0.979167,0.979167
im1022.png 0,0.510417,0.510417,0.979167,0.979167
im1744.png 0,0.510417,0.510417,0.979167,0.979167
im228.png 0,0.510417,0.510417,0.979167,0.979167
im3153.png 0,0.510417,0.510417,0.979167,0.979167
im200.png 0,0.510417,0.510417,0.979167,0.979167
im2265.png 0,0.510417,0.510417,0.979167,0.979167
im2503.png 0,0.510417,0.510417,0.979167,0.979167
im566.png 0,0.510417,0.510417,0.979167,0.979167
im572.png 0,0.510417,0.510417,0.979167,0.979167
im2517.png 0,0.510417,0.510417,0.979167,0.979167
im3609.png 0,0.510417,0.510417,0.979167,0.979167
im2271.png 0,0.510417,0.510417,0.979167,0.979167
im1778.png 0,0.510417,0.510417,0.979167,0.979167
im214.png 0,0.510417,0.510417,0.979167,0.979167
im943.png 0,0.510417,0.510417,0.979167,0.979167
im2926.png 0,0.510417,0.510417,0.979167,0.979167
im3386.png 0,0.510417,0.510417,0.979167,0.979167
im2098.png 0,0.510417,0.510417,0.979167,0.979167
im1591.png 0,0.510417,0.510417,0.979167,0.979167
im1585.png 0,0.510417,0.510417,0.979167,0.979167
im3392.png 0,0.510417,0.510417,0.979167,0.979167
im2932.png 0,0.510417,0.510417,0.979167,0.979167
im957.png 0,0.510417,0.510417,0.979167,0.979167
im3423.png 0,0.510417,0.510417,0.979167,0.979167
im980.png 0,0.510417,0.510417,0.979167,0.979167
im1234.png 0,0.510417,0.510417,0.979167,0.979167
im758.png 0,0.510417,0.510417,0.979167,0.979167
im1552.png 0,0.510417,0.510417,0.979167,0.979167
im3345.png 0,0.510417,0.510417,0.979167,0.979167
im3351.png 0,0.510417,0.510417,0.979167,0.979167
im1546.png 0,0.510417,0.510417,0.979167,0.979167
im1220.png 0,0.510417,0.510417,0.979167,0.979167
im994.png 0,0.510417,0.510417,0.979167,0.979167
im3437.png 0,0.510417,0.510417,0.979167,0.979167
im2729.png 0,0.510417,0.510417,0.979167,0.979167
im1208.png 0,0.510417,0.510417,0.979167,0.979167
im764.png 0,0.510417,0.510417,0.979167,0.979167
im2701.png 0,0.510417,0.510417,0.979167,0.979167
im2067.png 0,0.510417,0.510417,0.979167,0.979167
im3379.png 0,0.510417,0.510417,0.979167,0.979167
im2073.png 0,0.510417,0.510417,0.979167,0.979167
im2715.png 0,0.510417,0.510417,0.979167,0.979167
im770.png 0,0.510417,0.510417,0.979167,0.979167
im2065.png 0,0.510417,0.510417,0.979167,0.979167
im2703.png 0,0.510417,0.510417,0.979167,0.979167
im766.png 0,0.510417,0.510417,0.979167,0.979167
im772.png 0,0.510417,0.510417,0.979167,0.979167
im2717.png 0,0.510417,0.510417,0.979167,0.979167
im3409.png 0,0.510417,0.510417,0.979167,0.979167
im2071.png 0,0.510417,0.510417,0.979167,0.979167
im1578.png 0,0.510417,0.510417,0.979167,0.979167
im3347.png 0,0.510417,0.510417,0.979167,0.979167
im2059.png 0,0.510417,0.510417,0.979167,0.979167
im1550.png 0,0.510417,0.510417,0.979167,0.979167
im1236.png 0,0.510417,0.510417,0.979167,0.979167
im982.png 0,0.510417,0.510417,0.979167,0.979167
im3421.png 0,0.510417,0.510417,0.979167,0.979167
im3435.png 0,0.510417,0.510417,0.979167,0.979167
